State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield
Karnataka,DAKSHIN KANNAD,2010,Rabi       ,Moong(Green Gram),764.0,201.0,0.2630890052356021
Karnataka,DAKSHIN KANNAD,2010,Rabi       ,Rice,20982.0,47350.0,2.2566962158040225
Karnataka,DAKSHIN KANNAD,2010,Rabi       ,Urad,1861.0,1029.0,0.552928533046749
Karnataka,DAKSHIN KANNAD,2010,Summer     ,Maize,8.0,9.0,1.125
Karnataka,DAKSHIN KANNAD,2010,Summer     ,Rice,1243.0,2855.0,2.2968624296057922
Karnataka,DAKSHIN KANNAD,2010,Whole Year ,Arecanut,27668.0,339926.0,12.285889836634379
Karnataka,DAKSHIN KANNAD,2010,Whole Year ,Banana,3146.0,8186.0,2.6020343293070565
Karnataka,DAKSHIN KANNAD,2010,Whole Year ,Black pepper,2112.0,1087.3,0.5148200757575757
Karnataka,DAKSHIN KANNAD,2010,Whole Year ,Cardamom,130.0,11.0,0.08461538461538462
Karnataka,DAKSHIN KANNAD,2010,Whole Year ,Cashewnut,30948.0,28586.0,0.9236784283313946
Karnataka,DAKSHIN KANNAD,2010,Whole Year ,Coconut ,16023.0,214956.0,13.415465268676277
Karnataka,DAKSHIN KANNAD,2010,Whole Year ,Dry ginger,315.0,1139.8,3.618412698412698
Karnataka,DAKSHIN KANNAD,2010,Whole Year ,Sugarcane,16.0,1550.0,96.875
Karnataka,DAKSHIN KANNAD,2010,Whole Year ,Sweet potato,202.0,1665.0,8.242574257425742
Karnataka,DAKSHIN KANNAD,2010,Whole Year ,Tapioca,613.0,6663.0,10.869494290375204
Karnataka,DAKSHIN KANNAD,2010,Whole Year ,Turmeric,66.0,215.0,3.257575757575758
Karnataka,DAKSHIN KANNAD,2011,Kharif     ,Dry chillies,59.0,48.0,0.8135593220338984
Karnataka,DAKSHIN KANNAD,2011,Kharif     ,Rice,32423.0,87200.0,2.6894488480399716
Karnataka,DAKSHIN KANNAD,2011,Kharif     ,Sesamum,511.0,257.0,0.50293542074364
Karnataka,DAKSHIN KANNAD,2011,Rabi       ,Cowpea(Lobia),534.0,188.0,0.352059925093633
Karnataka,DAKSHIN KANNAD,2011,Rabi       ,Dry chillies,63.0,149.0,2.365079365079365
Karnataka,DAKSHIN KANNAD,2011,Rabi       ,Horse-gram,172.0,87.0,0.5058139534883721
Karnataka,DAKSHIN KANNAD,2011,Rabi       ,Moong(Green Gram),721.0,241.0,0.3342579750346741
Karnataka,DAKSHIN KANNAD,2011,Rabi       ,Rice,21231.0,47207.0,2.2234939475295556
Karnataka,DAKSHIN KANNAD,2011,Rabi       ,Urad,1850.0,784.0,0.4237837837837838
Karnataka,DAKSHIN KANNAD,2011,Summer     ,Maize,6.0,12.0,2.0
Karnataka,DAKSHIN KANNAD,2011,Summer     ,Rice,1512.0,3766.0,2.490740740740741
Karnataka,DAKSHIN KANNAD,2011,Whole Year ,Arecanut,27734.0,342934.0,12.365111415590972
Karnataka,DAKSHIN KANNAD,2011,Whole Year ,Banana,3173.0,9268.0,2.9208950520012604
Karnataka,DAKSHIN KANNAD,2011,Whole Year ,Black pepper,2146.0,1111.1,0.5177539608574091
Karnataka,DAKSHIN KANNAD,2011,Whole Year ,Cardamom,130.0,11.0,0.08461538461538462
Karnataka,DAKSHIN KANNAD,2011,Whole Year ,Cashewnut,30967.0,31516.0,1.0177285497465043
Karnataka,DAKSHIN KANNAD,2011,Whole Year ,Coconut ,16077.0,215649.0,13.413509983205822
Karnataka,DAKSHIN KANNAD,2011,Whole Year ,Dry ginger,306.0,973.6,3.181699346405229
Karnataka,DAKSHIN KANNAD,2011,Whole Year ,Sugarcane,19.0,1733.0,91.21052631578948
Karnataka,DAKSHIN KANNAD,2011,Whole Year ,Sweet potato,192.0,2798.0,14.572916666666666
Karnataka,DAKSHIN KANNAD,2011,Whole Year ,Tapioca,597.0,6632.0,11.108877721943049
Karnataka,DAKSHIN KANNAD,2011,Whole Year ,Turmeric,63.0,52.0,0.8253968253968254
Karnataka,DAKSHIN KANNAD,2012,Kharif     ,Cotton(lint),2.0,3.0,1.5
Karnataka,DAKSHIN KANNAD,2012,Kharif     ,Dry chillies,59.0,54.0,0.9152542372881356
Karnataka,DAKSHIN KANNAD,2012,Kharif     ,Rice,31498.0,83815.0,2.6609626008000506
Karnataka,DAKSHIN KANNAD,2012,Rabi       ,Cowpea(Lobia),161.0,54.0,0.33540372670807456
Karnataka,DAKSHIN KANNAD,2012,Rabi       ,Dry chillies,60.0,164.0,2.7333333333333334
Karnataka,DAKSHIN KANNAD,2012,Rabi       ,Horse-gram,140.0,53.0,0.37857142857142856
Karnataka,DAKSHIN KANNAD,2012,Rabi       ,Moong(Green Gram),111.0,26.0,0.23423423423423423
Karnataka,DAKSHIN KANNAD,2012,Rabi       ,Rice,21201.0,54985.0,2.5935097401065987
Karnataka,DAKSHIN KANNAD,2012,Rabi       ,Urad,981.0,569.0,0.5800203873598369
Karnataka,DAKSHIN KANNAD,2012,Summer     ,Cowpea(Lobia),429.0,154.0,0.358974358974359
Karnataka,DAKSHIN KANNAD,2012,Summer     ,Maize,13.0,45.0,3.4615384615384617
Karnataka,DAKSHIN KANNAD,2012,Summer     ,Rice,1505.0,3900.0,2.5913621262458473
Karnataka,DAKSHIN KANNAD,2012,Whole Year ,Arecanut,27921.0,345246.0,12.365101536477919
Karnataka,DAKSHIN KANNAD,2012,Whole Year ,Black pepper,2183.0,11303.0,5.177737059092991
Karnataka,DAKSHIN KANNAD,2012,Whole Year ,Cardamom,122.0,10.0,0.08196721311475409
Karnataka,DAKSHIN KANNAD,2012,Whole Year ,Cashewnut,31119.0,31670.0,1.017706224493075
Karnataka,DAKSHIN KANNAD,2012,Whole Year ,Coconut ,16163.0,216803.0,13.413537090886592
Karnataka,DAKSHIN KANNAD,2012,Whole Year ,Dry ginger,294.0,9366.0,31.857142857142858
Karnataka,DAKSHIN KANNAD,2012,Whole Year ,Sugarcane,25.0,2090.0,83.6
Karnataka,DAKSHIN KANNAD,2012,Whole Year ,Sweet potato,187.0,2901.0,15.51336898395722
Karnataka,DAKSHIN KANNAD,2012,Whole Year ,Tapioca,572.0,6354.0,11.108391608391608
Karnataka,DAKSHIN KANNAD,2012,Whole Year ,Turmeric,60.0,282.0,4.7
Karnataka,DAKSHIN KANNAD,2013,Kharif     ,Dry chillies,59.0,65.0,1.1016949152542372
Karnataka,DAKSHIN KANNAD,2013,Kharif     ,Rice,31646.0,87004.0,2.7492890096694684
Karnataka,DAKSHIN KANNAD,2013,Rabi       ,Cowpea(Lobia),168.0,71.0,0.4226190476190476
Karnataka,DAKSHIN KANNAD,2013,Rabi       ,Dry chillies,65.0,123.0,1.8923076923076922
Karnataka,DAKSHIN KANNAD,2013,Rabi       ,Horse-gram,189.0,97.0,0.5132275132275133
Karnataka,DAKSHIN KANNAD,2013,Rabi       ,Moong(Green Gram),768.0,194.0,0.2526041666666667
Karnataka,DAKSHIN KANNAD,2013,Rabi       ,Rice,21705.0,57921.0,2.668555632342778
Karnataka,DAKSHIN KANNAD,2013,Rabi       ,Urad,1851.0,1222.0,0.6601836844948676
Karnataka,DAKSHIN KANNAD,2013,Summer     ,Cowpea(Lobia),477.0,188.0,0.3941299790356394
Karnataka,DAKSHIN KANNAD,2013,Summer     ,Maize,31.0,101.0,3.2580645161290325
Karnataka,DAKSHIN KANNAD,2013,Summer     ,Rice,1980.0,5402.0,2.728282828282828
Karnataka,DAKSHIN KANNAD,2013,Whole Year ,Arecanut,28232.0,357756.0,12.672003400396713
Karnataka,DAKSHIN KANNAD,2013,Whole Year ,Black pepper,2241.0,10893.0,4.860776439089692
Karnataka,DAKSHIN KANNAD,2013,Whole Year ,Cardamom,122.0,10.0,0.08196721311475409
Karnataka,DAKSHIN KANNAD,2013,Whole Year ,Cashewnut,31288.0,38316.0,1.2246228586039376
Karnataka,DAKSHIN KANNAD,2013,Whole Year ,Coconut ,16296.0,219877.0,13.492697594501719
Karnataka,DAKSHIN KANNAD,2013,Whole Year ,Dry ginger,283.0,9641.0,34.06713780918728
Karnataka,DAKSHIN KANNAD,2013,Whole Year ,Sugarcane,16.0,1444.0,90.25
Karnataka,DAKSHIN KANNAD,2013,Whole Year ,Sweet potato,180.0,2642.0,14.677777777777777
Karnataka,DAKSHIN KANNAD,2013,Whole Year ,Tapioca,534.0,4367.0,8.177902621722847
Karnataka,DAKSHIN KANNAD,2013,Whole Year ,Turmeric,60.0,286.0,4.766666666666667
Karnataka,DAKSHIN KANNAD,2014,Kharif     ,Cowpea(Lobia),2.0,1.0,0.5
Karnataka,DAKSHIN KANNAD,2014,Kharif     ,Dry chillies,75.0,85.0,1.1333333333333333
Karnataka,DAKSHIN KANNAD,2014,Kharif     ,Rice,29749.0,78228.0,2.6296009949914283
Karnataka,DAKSHIN KANNAD,2014,Rabi       ,Cowpea(Lobia),129.0,47.0,0.3643410852713178
Karnataka,DAKSHIN KANNAD,2014,Rabi       ,Dry chillies,38.0,71.0,1.868421052631579
Karnataka,DAKSHIN KANNAD,2014,Rabi       ,Horse-gram,195.0,96.0,0.49230769230769234
Karnataka,DAKSHIN KANNAD,2014,Rabi       ,Moong(Green Gram),573.0,188.0,0.32809773123909247
Karnataka,DAKSHIN KANNAD,2014,Rabi       ,Rice,21240.0,51979.0,2.4472222222222224
Karnataka,DAKSHIN KANNAD,2014,Rabi       ,Urad,1752.0,639.0,0.3647260273972603
Karnataka,DAKSHIN KANNAD,2014,Summer     ,Cowpea(Lobia),322.0,118.0,0.36645962732919257
Karnataka,DAKSHIN KANNAD,2014,Summer     ,Rice,1360.0,2817.0,2.0713235294117647
Karnataka,DAKSHIN KANNAD,2014,Whole Year ,Arecanut,35183.0,447929.0,12.731404371429383
Karnataka,DAKSHIN KANNAD,2014,Whole Year ,Black pepper,2546.0,13208.0,5.187745483110762
Karnataka,DAKSHIN KANNAD,2014,Whole Year ,Cardamom,116.0,9.0,0.07758620689655173
Karnataka,DAKSHIN KANNAD,2014,Whole Year ,Cashewnut,33040.0,28130.0,0.8513922518159807
Karnataka,DAKSHIN KANNAD,2014,Whole Year ,Coconut ,18407.0,282127.0,15.327158146357364
Karnataka,DAKSHIN KANNAD,2014,Whole Year ,Dry ginger,266.0,7726.0,29.045112781954888
Karnataka,DAKSHIN KANNAD,2014,Whole Year ,Sugarcane,10.0,912.0,91.2
Karnataka,DAKSHIN KANNAD,2014,Whole Year ,Sweet potato,288.0,4885.0,16.961805555555557
Karnataka,DAKSHIN KANNAD,2014,Whole Year ,Tapioca,541.0,4620.0,8.539741219963032
Karnataka,DAKSHIN KANNAD,2014,Whole Year ,Turmeric,60.0,359.0,5.983333333333333
